id,label,number_of_doctors,landsting_id,ownership,phonesystem,booking_type,unit_type,unit_type_number,code,_label
2104,Vaxholms vårdcentral,5 - 7 läkare,10,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vaxholms vårdcentral
2105,Ulriksdals vårdcentral,2 - 4 läkare,10,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Ulriksdals vårdcentral
2106,Aleris Vallatorpsdoktorn,2 - 4 läkare,10,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Aleris Vallatorpsdoktorn
2107,Åsö Vårdcentral,5 - 7 läkare,10,Privat,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Åsö Vårdcentral
2108,Husläkarmottagning Norrtälje Norra,8 eller fler läkare,10,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Husläkarmottagning Norrtälje Norra
2109,Kvartersakuten Tegnérgatan,5 - 7 läkare,10,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Kvartersakuten Tegnérgatan
2110,Carema Vårdcentral Skogås,8 eller fler läkare,10,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Carema Vårdcentral Skogås
2111,Fruängens vårdcentral,5 - 7 läkare,10,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Fruängens vårdcentral
2112,Carema Vårdcentral Viksjö,,10,Privat,,,Primärvård,2,,Carema Vårdcentral Viksjö
2113,Familjeläkarmottagningen i Järfälla,,10,Privat,,,Primärvård,2,,Familjeläkarmottagningen i Järfälla
2114,Hässelby vårdcentral,8 eller fler läkare,10,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hässelby vårdcentral
2115,Djursholms Doktorn,2 - 4 läkare,10,Privat,Datoriserat återuppringningssystem,Samma dag,Primärvård,2,,Djursholms Doktorn
2116,Capio Vårdcentral Östermalm,,10,Privat,,,Primärvård,2,,Capio Vårdcentral Östermalm
2117,Storvretens vårdcentral,8 eller fler läkare,10,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Storvretens vårdcentral
2118,Tranebergs vårdcentral,8 eller fler läkare,10,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Tranebergs vårdcentral
2119,Valsta vårdcentral,2 - 4 läkare,10,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Valsta vårdcentral
2120,Aleris Husläkarmottagning i Täby centrum,,10,Privat,,,Primärvård,2,,Aleris Husläkarmottagning i Täby centrum
2121,Täby vårdcentral,2 - 4 läkare,10,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Täby vårdcentral
2122,Akalla vårdcentral,2 - 4 läkare,10,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Akalla vårdcentral
2123,Kungsholmsdoktorn,2 - 4 läkare,10,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Kungsholmsdoktorn
2124,Fittja vårdcentral,,10,Offentlig,,,Primärvård,2,,Fittja vårdcentral
2125,Alby vårdcentral,8 eller fler läkare,10,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Alby vårdcentral
2126,Kallhälls Nya Vårdcentral,,10,Privat,,,Primärvård,2,,Kallhälls Nya Vårdcentral
2127,Åkermyntans vårdcentral,5 - 7 läkare,10,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Åkermyntans vårdcentral
2128,Quality Care Östermalm,2 - 4 läkare,10,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Quality Care Östermalm
2129,"Kringlans Vårdcentrum, Södertälje",2 - 4 läkare,10,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Kringlans Vårdcentrum, Södertälje"
2130,Kvartersakuten Surbrunn,5 - 7 läkare,10,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Kvartersakuten Surbrunn
2131,Stenhamra Hälsocentral,2 - 4 läkare,10,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Stenhamra Hälsocentral
2132,Aleris Vårdcentral Danvik,,10,Privat,,,Primärvård,2,,Aleris Vårdcentral Danvik
2133,Arlanda Sky Clinic,2 - 4 läkare,10,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Arlanda Sky Clinic
2134,"To Care Husläkarmottagning, Sibyllegatan",2 - 4 läkare,10,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"To Care Husläkarmottagning, Sibyllegatan"
2135,Carema Vårdcentral Gullmarsplan,5 - 7 läkare,10,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Carema Vårdcentral Gullmarsplan
2136,Dalarö vårdcentral,1 läkare,10,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Dalarö vårdcentral
2137,Fem Husläkare,5 - 7 läkare,10,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Fem Husläkare
2138,Aleris Husläkarmottagning Näsby Park,5 - 7 läkare,10,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Aleris Husläkarmottagning Näsby Park
2139,Vallentuna Doktorn AB,5 - 7 läkare,10,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vallentuna Doktorn AB
2140,Capio Vårdcentral Ringen,8 eller fler läkare,10,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Capio Vårdcentral Ringen
2141,Livero Läkarmottagning,,10,Privat,,,Primärvård,2,,Livero Läkarmottagning
2142,Enebybergs vårdcentral,5 - 7 läkare,10,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Enebybergs vårdcentral
2143,Kungsängens Vårdcentral,5 - 7 läkare,10,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Kungsängens Vårdcentral
2144,Essinge Vårdcentral,2 - 4 läkare,10,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Essinge Vårdcentral
2145,Capio Vårdcentral Årsta,5 - 7 läkare,10,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Capio Vårdcentral Årsta
2146,Fornhöjdens vårdcentrum,2 - 4 läkare,10,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Fornhöjdens vårdcentrum
2147,Värmdö vårdcentral,2 - 4 läkare,10,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Värmdö vårdcentral
2148,Segeltorps vårdcentral,,10,Offentlig,,,Primärvård,2,,Segeltorps vårdcentral
2149,Skärholmens vårdcentral,,10,Offentlig,,,Primärvård,2,,Skärholmens vårdcentral
2150,Gröndals vårdcentral,5 - 7 läkare,10,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Gröndals vårdcentral
2151,Capio Vårdcentral Slussen,2 - 4 läkare,10,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Capio Vårdcentral Slussen
2152,Capio Vårdcentral Hagsätra,,10,Privat,,,Primärvård,2,,Capio Vårdcentral Hagsätra
2153,Trångsunds vårdcentral,2 - 4 läkare,10,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Trångsunds vårdcentral
2154,Rudans vårdcentral,2 - 4 läkare,10,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Rudans vårdcentral
2155,Husläkarmottagningen Solna läkarmottagning,1 läkare,10,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Husläkarmottagningen Solna läkarmottagning
2156,Gamla Stans Vårdcentral,1 läkare,10,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Gamla Stans Vårdcentral
2157,Runby vårdcentral,5 - 7 läkare,10,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Runby vårdcentral
2158,Husläkarna i Österåker,8 eller fler läkare,10,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Husläkarna i Österåker
2159,Taptogatans husläkare,2 - 4 läkare,10,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Taptogatans husläkare
2160,"Helsa vårdcentral, Sundbyberg",8 eller fler läkare,10,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Helsa vårdcentral, Sundbyberg"
2161,Östhammars vårdcentral,5 - 7 läkare,12,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Östhammars vårdcentral
2162,Knivsta vårdcentral,5 - 7 läkare,12,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Knivsta vårdcentral
2163,Luthagens vårdcentral,2 - 4 läkare,12,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Luthagens vårdcentral
2164,Årsta vårdcentral,8 eller fler läkare,12,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Årsta vårdcentral
2165,Öregrund vårdcentral,2 - 4 läkare,12,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Öregrund vårdcentral
2166,Enköpings husläkarcentrum,2 - 4 läkare,12,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Enköpings husläkarcentrum
2167,Öregrund vårdcentralen,2 - 4 läkare,12,Offentlig,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Öregrund vårdcentralen
2168,"Dr Wahlunds läkarmottagning, Enköping",2 - 4 läkare,12,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Dr Wahlunds läkarmottagning, Enköping"
2169,Kungsgärdets vårdcentral,8 eller fler läkare,12,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Kungsgärdets vårdcentral
2170,Skutskärs vårdcentral,5 - 7 läkare,12,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Skutskärs vårdcentral
2171,Bålsta vårdcentral,8 eller fler läkare,12,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Bålsta vårdcentral
2172,Fjärdhundra vårdcentral,2 - 4 läkare,12,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Fjärdhundra vårdcentral
2173,Enköpingshälsan,2 - 4 läkare,12,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Enköpingshälsan
2174,Alunda vårdcentral,2 - 4 läkare,12,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Alunda vårdcentral
2175,Knivsta läkargrupp,2 - 4 läkare,12,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Knivsta läkargrupp
2176,Uppsala privatklinik,2 - 4 läkare,12,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Uppsala privatklinik
2177,Capio Liljeforstorg vårdcentral,2 - 4 läkare,12,Privat,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Capio Liljeforstorg vårdcentral
2178,Eriksbergs vårdcentral,5 - 7 läkare,12,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Eriksbergs vårdcentral
2179,Österbybruk vårdcentral,2 - 4 läkare,12,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Österbybruk vårdcentral
2180,Svartbäckens vårdcentral,8 eller fler läkare,12,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Svartbäckens vårdcentral
2181,Ekeby hälsocenter vårdcentral,2 - 4 läkare,12,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Ekeby hälsocenter vårdcentral
2182,Gimo vårdcentral,2 - 4 läkare,12,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Gimo vårdcentral
2183,Håbohälsan,,12,Privat,,,Primärvård,2,,Håbohälsan
2184,Capio Sävja vårdcentral,5 - 7 läkare,12,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Capio Sävja vårdcentral
2185,Familjeläkarna Bålsta,5 - 7 läkare,12,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Familjeläkarna Bålsta
2186,Hälsohuset Enköping,2 - 4 läkare,12,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hälsohuset Enköping
2187,Knutby/Länna vårdcentral,2 - 4 läkare,12,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Knutby/Länna vårdcentral
2188,Rasbo vårdcentral,1 läkare,12,Offentlig,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Rasbo vårdcentral
2189,Östervåla vårdcentral,2 - 4 läkare,12,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Östervåla vårdcentral
2190,Bålsta Doktorn,2 - 4 läkare,12,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Bålsta Doktorn
2191,Gränby vårdcentral,1 läkare,12,Offentlig,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Gränby vårdcentral
2192,Bålsta Medpro Clinic,2 - 4 läkare,12,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Bålsta Medpro Clinic
2193,Centrumkliniken husläkarmottagning,2 - 4 läkare,12,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Centrumkliniken husläkarmottagning
2194,Aros läkarmottagning,2 - 4 läkare,12,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Aros läkarmottagning
2195,Brukshälsan i Uppland AB,2 - 4 läkare,12,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Brukshälsan i Uppland AB
2196,Storvreta vårdcentral,2 - 4 läkare,12,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Storvreta vårdcentral
2197,Kåbohälsan,2 - 4 läkare,12,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Kåbohälsan
2198,Heby vårdcentral,2 - 4 läkare,12,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Heby vårdcentral
2200,Brukshälsan i Söderfors,2 - 4 läkare,12,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Brukshälsan i Söderfors
2201,Tierps vårdcentral,8 eller fler läkare,12,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Tierps vårdcentral
2202,Capio Enköpings vårdcentral,5 - 7 läkare,12,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Capio Enköpings vårdcentral
2203,Familjedoktorn i Uppsala,2 - 4 läkare,12,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Familjedoktorn i Uppsala
2204,Aleris Barncentrum och Vårdcentral,2 - 4 läkare,12,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Aleris Barncentrum och Vårdcentral
2205,Örsundsbro vårdcentral,2 - 4 läkare,12,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Örsundsbro vårdcentral
2206,Aleris Nyby vårdcentral,5 - 7 läkare,12,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Aleris Nyby vårdcentral
2207,Nyby vårdcentralen,5 - 7 läkare,12,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Nyby vårdcentralen
2208,Bälinge vårdcentral,1 läkare,12,Offentlig,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Bälinge vårdcentral
2209,Gottsunda vårdcentral,5 - 7 läkare,12,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Gottsunda vårdcentral
2210,Ture Ålander Läkarpraktik,2 - 4 läkare,12,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Ture Ålander Läkarpraktik
2211,Flogsta vårdcentral,8 eller fler läkare,12,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Flogsta vårdcentral
2212,Länna vårdcentral,2 - 4 läkare,12,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Länna vårdcentral
2213,Aleris Ingrid Marie vårdcentral,2 - 4 läkare,12,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Aleris Ingrid Marie vårdcentral
2214,Länna/Knutby  vårdcentral,,12,Offentlig,,,Primärvård,2,,Länna/Knutby  vårdcentral
2215,Samariterhemmets vårdcentral,5 - 7 läkare,12,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Samariterhemmets vårdcentral
2216,Fålhagens vårdcentral,5 - 7 läkare,12,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Fålhagens vårdcentral
2217,Vårdcentralen Oxelösund,5 - 7 läkare,13,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Oxelösund
2218,Vårdcentralen Flen,2 - 4 läkare,13,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Flen
2219,"Vårdcentralen City, Eskilstuna",8 eller fler läkare,13,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Vårdcentralen City, Eskilstuna"
2220,Vårdcentralen Stadsfjärden Nyköping,8 eller fler läkare,13,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Stadsfjärden Nyköping
2221,Vårdcentralen Bagaregatan Nyköping,5 - 7 läkare,13,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Bagaregatan Nyköping
2222,"Vårdcentralen Unicare, Strängnäs",2 - 4 läkare,13,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Vårdcentralen Unicare, Strängnäs"
2223,Vårdcentralen Fröslunda,5 - 7 läkare,13,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Fröslunda
2224,Vårdcentralen Trosa,5 - 7 läkare,13,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Trosa
2225,Vårdcentralen Åsidan Nyköping,5 - 7 läkare,13,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Åsidan Nyköping
2226,Vårdcentralen Smeden,5 - 7 läkare,13,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Smeden
2227,"Vårdcentralen Achima Care Fristaden, Eskilstuna",2 - 4 läkare,13,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Vårdcentralen Achima Care Fristaden, Eskilstuna"
2228,Vårdcentralen Malmköping,2 - 4 läkare,13,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Malmköping
2229,Vårdcentralen Nävertorp,2 - 4 läkare,13,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Nävertorp
2230,Vårdcentralen Lövåsen,5 - 7 läkare,13,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Lövåsen
2231,Vårdcentralen Skiftinge,5 - 7 läkare,13,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Skiftinge
2232,"Vårdcentralen Familjedoktorerna, Strängnäs",2 - 4 läkare,13,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Vårdcentralen Familjedoktorerna, Strängnäs"
2233,"Vår vårdcentral, Katrineholm",2 - 4 läkare,13,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Vår vårdcentral, Katrineholm"
2234,Vårdcentralen Ekensberg Nyköping,5 - 7 läkare,13,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Ekensberg Nyköping
2235,Vårdcentralen Strängnäs,5 - 7 läkare,13,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Strängnäs
